8000	8000
8180	8180
8172	8172
8199	8199
8219	8219
8179	8179
8244	8244
8245	8245
8238	8238
8064	8064
8204	8204
8119	8119
8217	8217
8244	8244
8166	8166
8183	8183
8182	8182
8226	8226
8264	8264
8135	8135
8139	8139
8093	8093
7995	7995
8089	8089
8085	8085
8121	8121
8193	8193
8156	8156
8195	8195
8222	8222
8194	8194
8194	8194
8232	8232
8170	8170
8154	8154
8205	8205
8180	8180
8168	8168
8178	8178
8127	8127
8142	8142
8219	8219
8230	8230
8147	8147
8238	8238
8192	8192
8204	8204
8118	8118
8235	8235
8274	8274
8248	8248
8200	8200
8276	8276
8200	8200
8190	8190
8178	8178
8220	8220
8208	8208
8208	8208
8226	8226
8213	8213
8153	8153
8167	8167
8191	8191
8222	8222
8251	8251
8250	8250
8193	8193
8246	8246
8268	8268
8178	8178
8197	8197
8236	8236
8209	8209
8225	8225
8277	8277
8208	8208
8263	8263
8221	8221
8229	8229
8261	8261
8293	8293
8148	8148
8162	8162
8121	8121
8132	8132
8173	8173
8159	8159
8203	8203
8176	8176
8132	8132
8200	8200
8201	8201
8205	8205
8199	8199
8195	8195
8251	8251
8189	8189
8194	8194
8172	8172
8265	8265
8285	8285
8245	8245
8240	8240
8219	8219
8221	8221
8189	8189
8244	8244
8346	8346
8277	8277
8320	8320
8309	8309
4963	4963
4976	4976
4972	4972
4960	4960
4953	4953
4962	4962
4978	4978
4969	4969
4975	4975
4965	4965
4970	4970
4977	4977
4966	4966
4960	4960
4982	4982
4996	4996
4970	4970
4977	4977
4997	4997
4976	4976
4987	4987
4992	4992
5001	5001
4982	4982
5000	5000
4995	4995
4978	4978
4978	4978
4997	4997
4988	4988
4987	4987
5000	5000
4980	4980
4994	4994
4994	4994
4988	4988
4992	4992
4988	4988
4991	4991
4980	4980
4992	4992
4980	4980
4996	4996
5001	5001
4988	4988
4986	4986
5001	5001
5003	5003
4997	4997
5003	5003
4997	4997
4983	4983
4998	4998
4991	4991
4983	4983
4986	4986
4990	4990
4979	4979
4969	4969
4981	4981
4977	4977
4997	4997
4977	4977
4983	4983
4975	4975
4979	4979
5001	5001
4983	4983
4977	4977
4973	4973
4978	4978
4985	4985
4980	4980
4964	4964
4977	4977
4963	4963
4941	4941
4967	4967
4951	4951
4966	4966
4960	4960
4953	4953
4957	4957
4951	4951
4951	4951
4963	4963
4933	4933
4921	4921
4929	4929
4925	4925
4878	4878
4892	4892
4904	4904
4883	4883
4893	4893
4879	4879
4884	4884
4860	4860
4867	4867
4868	4868
4861	4861
4860	4860
4860	4860
4861	4861
4816	4816
4807	4807
4782	4782
4790	4790
4776	4776
4768	4768
4744	4744
4741	4741
4681	4681
4694	4694
4640	4640
4641	4641
4474	4474
4241	4241
4110	4110
3771	3771
3622	3622
3567	3567
3854	3854
4194	4194
4220	4220
4193	4193
4123	4123
4191	4191
4061	4061
4073	4073
3845	3845
4031	4031
3982	3982
3969	3969
4025	4025
3986	3986
4030	4030
3980	3980
3939	3939
3977	3977
3879	3879
3835	3835
3823	3823
3775	3775
3753	3753
3718	3718
3740	3740
3768	3768
3812	3812
3743	3743
3854	3854
3775	3775
3841	3841
3824	3824
3816	3816
3756	3756
3739	3739
3785	3785
3689	3689
3613	3613
3746	3746
3799	3799
3773	3773
3867	3867
3793	3793
3788	3788
3836	3836
3683	3683
3646	3646
3690	3690
3663	3663
3594	3594
3872	3872
3926	3926
4049	4049
3930	3930
3869	3869
3884	3884
4145	4145
4190	4190
4162	4162
4111	4111
4217	4217
4249	4249
4279	4279
4368	4368
4325	4325
4319	4319
4366	4366
4364	4364
4351	4351
4353	4353
4333	4333
4365	4365
4388	4388
4395	4395
4404	4404
4437	4437
4439	4439
4389	4389
4362	4362
4363	4363
4408	4408
4386	4386
4410	4410
4393	4393
4375	4375
4380	4380
4357	4357
4371	4371
4405	4405
4463	4463
4388	4388
4331	4331
4384	4384
4433	4433
4438	4438
4413	4413
4449	4449
4494	4494
4421	4421
4483	4483
4465	4465
4454	4454
4457	4457
4401	4401
4444	4444
4442	4442
4456	4456
4422	4422
4434	4434
4446	4446
4464	4464
4446	4446
4420	4420
4434	4434
4443	4443
4373	4373
4369	4369
4416	4416
4418	4418
4453	4453
4416	4416
4373	4373
4340	4340
4364	4364
4359	4359
4341	4341
4383	4383
4322	4322
4332	4332
4275	4275
4295	4295
4274	4274
4131	4131
4174	4174
4285	4285
4263	4263
4197	4197
4160	4160
4130	4130
4201	4201
4259	4259
4250	4250
4265	4265
4303	4303
4235	4235
4153	4153
4135	4135
4247	4247
4287	4287
4200	4200
4259	4259
4273	4273
4273	4273
4216	4216
4235	4235
4234	4234
4150	4150
4202	4202
4187	4187
4288	4288
4286	4286
4284	4284
4258	4258
4218	4218
4185	4185
4244	4244
4262	4262
4279	4279
4187	4187
4142	4142
4173	4173
4267	4267
4211	4211
4286	4286
4416	4416
4360	4360
4447	4447
4465	4465
4495	4495
4446	4446
4383	4383
4441	4441
4402	4402
4421	4421
4359	4359
4346	4346
4325	4325
4284	4284
4347	4347
4345	4345
4311	4311
4269	4269
4237	4237
4119	4119
4202	4202
4197	4197
4256	4256
4151	4151
4113	4113
3979	3979
3936	3936
3837	3837
3888	3888
3872	3872
3932	3932
4053	4053
4036	4036
3960	3960
3993	3993
4009	4009
3911	3911
4057	4057
4069	4069
3889	3889
3991	3991
3861	3861
3963	3963
4015	4015
4012	4012
4162	4162
4242	4242
4089	4089
4186	4186
4039	4039
4021	4021
4034	4034
3918	3918
4117	4117
4230	4230
4241	4241
4250	4250
4318	4318
4301	4301
4329	4329
